1,2,1,225.252029,-364.109375
2,2,1,225.233993,-367.609283
11,2,1,181.216873,-367.956451
12,2,1,181.243118,-371.456360
13,2,1,181.269394,-374.956238
14,2,1,225.215958,-371.109283
15,2,1,225.197906,-374.609222
16,2,1,385.681976,-187.666718
17,2,1,389.181793,-187.630157
18,2,1,392.681580,-187.593613
19,2,1,386.098511,-228.160675
20,2,1,389.598297,-228.124115
21,2,1,393.098114,-228.087570
22,2,1,382.598663,-228.197022
23,2,1,381.331879,-115.404472
24,2,1,384.731232,-102.085190
25,2,1,388.231110,-102.058380
26,2,1,391.731018,-102.031540
27,2,1,381.481750,-134.797974
28,2,1,384.981628,-134.771332
29,2,1,388.481506,-134.744522
30,2,1,391.981384,-134.717682
31,2,1,384.639221,-90.072609
32,2,1,388.139099,-90.045792
33,2,1,391.638977,-90.018959
62,2,1,384.874207,-120.771782
63,2,1,388.374084,-120.744965
64,2,1,391.873962,-120.718132
65,2,1,385.899200,-208.861816
66,2,1,389.399017,-208.825256
67,2,1,392.898834,-208.788712
68,2,1,382.399353,-208.898163
209,2,1,248.691162,-364.230194
210,2,1,248.673142,-367.730102
211,2,1,248.655090,-371.230102
212,2,1,248.637039,-374.730042
217,2,1,160.310928,-364.640625
218,2,1,160.341522,-368.140472
219,2,1,160.372131,-371.640350
220,2,1,160.402725,-375.140228
243,2,1,208.995911,-367.747894
244,2,1,209.022156,-371.247803
245,2,1,209.048431,-374.747681
247,2,1,208.969269,-364.247986
283,2,1,385.457336,-166.171280
284,2,1,388.957153,-166.134720
285,2,1,392.456940,-166.098175
286,2,1,381.557495,-166.207626
311,2,1,380.930969,-62.895794
317,2,1,384.430847,-62.869164
318,2,1,387.930725,-62.842342
319,2,1,391.430603,-62.815517
369,2,1,369.874207,-0.989987
370,2,1,372.387756,1.445613
371,2,1,374.901276,3.881213
372,2,1,377.414825,6.316813
346,1,2,-390.383270,5.730833
347,1,2,-390.315491,16.230614
348,1,2,-390.338043,12.730686
349,1,2,-390.360535,9.230759
148,1,2,-515.294861,221.756775
149,1,2,-511.794922,221.748596
150,1,2,-508.294922,221.740418
151,1,2,-504.794952,221.732254
152,1,2,-515.349304,198.456787
153,1,2,-511.849335,198.448608
154,1,2,-508.349335,198.440445
155,1,2,-504.849365,198.432281
156,1,2,-514.112854,158.821258
157,1,2,-510.612885,158.843109
158,1,2,-507.112946,158.864945
159,1,2,-503.613037,158.886780
185,1,2,-515.249939,240.956757
186,1,2,-511.749939,240.948563
187,1,2,-508.249939,240.940399
188,1,2,-504.750000,240.932236
201,1,2,-514.229675,177.520966
202,1,2,-510.729706,177.542831
203,1,2,-507.229797,177.564667
204,1,2,-503.729858,177.586502
227,1,2,-1.415120,306.845489
228,1,2,-4.622522,305.444550
229,1,2,-7.829924,304.043640
230,1,2,-11.037325,302.642731
303,1,3,110.967598,38.207073
304,1,3,111.027321,34.707581
305,1,3,111.087067,31.208090
306,1,3,111.146812,27.708601
34,1,3,401.834534,-50.277508
35,1,3,405.334442,-50.250690
36,1,3,408.834290,-50.223866
37,1,3,412.334198,-50.197041
38,1,3,401.697144,-32.359081
39,1,3,405.197052,-32.332264
40,1,3,408.696899,-32.305439
41,1,3,412.196838,-32.278614
42,1,3,402.784515,-149.542175
43,1,3,406.284332,-149.505615
44,1,3,409.784119,-149.469055
45,1,3,413.283966,-149.432480
46,1,3,402.525452,-124.737938
47,1,3,406.025269,-124.701378
48,1,3,409.525055,-124.664810
49,1,3,413.024902,-124.628250
50,1,3,402.241608,-97.557983
51,1,3,405.741394,-97.521423
52,1,3,409.241211,-97.484863
53,1,3,412.741058,-97.448296
264,1,3,410.947449,-14.670991
279,1,3,403.040649,-174.056610
280,1,3,406.540466,-174.020050
281,1,3,410.040253,-173.983490
282,1,3,413.540100,-173.946930
313,1,3,401.994019,-71.045113
314,1,3,405.493927,-71.018295
315,1,3,408.993774,-70.991470
316,1,3,412.493713,-70.964645
366,1,3,407.508240,-15.320548
367,1,3,400.629944,-16.620092
368,1,3,404.069122,-15.970556
3,1,3,223.025147,-385.143005
4,1,3,223.051407,-388.642914
5,1,3,223.077667,-392.142792
6,1,3,223.103928,-395.642700
7,1,3,262.913544,-384.843628
8,1,3,262.939789,-388.343536
9,1,3,262.966034,-391.843414
10,1,3,262.992310,-395.343323
69,1,3,181.995087,-385.451721
70,1,3,182.025711,-388.951599
71,1,3,182.056320,-392.451477
72,1,3,182.086975,-395.951324
197,1,3,248.582947,-385.229919
198,1,3,248.564896,-388.729828
199,1,3,248.546844,-392.229828
200,1,3,248.528824,-395.729767
205,1,3,160.495941,-385.639801
206,1,3,160.526566,-389.139679
207,1,3,160.557190,-392.639557
208,1,3,160.587830,-396.139404
239,1,3,200.882217,-385.309235
240,1,3,200.908478,-388.809174
241,1,3,200.934738,-392.309052
242,1,3,200.960998,-395.808929
223,2,4,-45.631992,340.291138
224,2,4,-48.387989,338.133697
225,2,4,-51.143990,335.976318
226,2,4,-53.899982,333.818848
140,2,4,-493.349396,196.752457
141,2,4,-489.849487,196.774292
142,2,4,-486.349548,196.796127
143,2,4,-482.849609,196.818008
144,2,4,-493.528595,225.451889
145,2,4,-490.028656,225.473724
146,2,4,-486.528748,225.495560
147,2,4,-483.028778,225.517441
189,2,4,-493.230072,177.652756
190,2,4,-489.730133,177.674591
191,2,4,-486.230225,177.696426
192,2,4,-482.730255,177.718277
213,2,4,-494.250000,240.907745
214,2,4,-490.750030,240.899582
215,2,4,-487.250030,240.891418
216,2,4,-483.750030,240.883240
334,2,4,-69.650841,37.353630
335,2,4,-69.646149,33.853634
336,2,4,-69.641457,30.353638
337,2,4,-69.636765,26.853642
350,2,4,-365.043030,37.068542
351,2,4,-365.065582,33.568615
352,2,4,-365.088074,30.068686
353,2,4,-365.110565,26.568760
